SMILES,TITLE,receptor,Chemgauss4
c1[nH]c2c(n1)c(ncn2)SCCCCc3[nH]c4c(n3)c(ncn4)O,SIM-152439-SAV,Not Available,-11.554295
c1ccc(cc1)COCC#Cc2cc(sc2)COc3c4c([nH]cn4)nc(n3)N,SIM-304764-SAV,Not Available,-11.550253
CCCc1nc(no1)C[NH+]2CCN(CC2)C(=O)c3cccc4c3cn[nH]4,SIM-484733-E15,Not Available,-11.547981
Cc1c(c(=O)[nH]c(=O)[nH]1)CCC(=O)Nc2nc3c(s2)C[N@H+](CC3)C,EDB=55437,Not Available,-11.543730
c1c(nc2c(n1)[nH]c(n2)[C@H]3CCC[N@@](C3)c4c5c([nH]cn5)ncn4)Cl,SIM-478113-SAV,Not Available,-11.538328
c1ccc2c(c1)cccc2Cc3ccc4c(c3)c5c([nH]4)nc6ccccc6n5,T2K-497843,Not Available,-11.536749
CN(Cc1ccccc1)c2c3cn[nH]c3nc(n2)N,T2K-218865,Not Available,-11.530293
c1ccc(cc1)COC2CCN(CC2)c3c4c([nH]cn4)nc(n3)N,SIM-304704-MOS,Not Available,-11.529991
c1ccc2c(c1)c(c[nH]2)CCNc3c4cn[nH]c4ncn3,SIM-50797-MOS,Not Available,-11.528004
c1ccc2c(c1)cc([nH]2)[C@@H]3CCCCN3C(=O)Cn4cc(nn4)C5CC5,EDB=58675,Not Available,-11.518255
CCN(c1ccccc1)C(=O)CN(C)c2c3c([nH]cn3)ncn2,T2K-223992,Not Available,-11.515678
c1ccc(cc1)C2(CC2)CNC(=O)c3cc(c(=O)[nH]c3)Cl,SIM-79345-MOS,Not Available,-11.504292
c1ccc(c(c1)NC(=O)Nc2cccc(c2)C(F)(F)F)Sc3c4c5c(sc4ncn3)CCCC5,EDB=248295,Not Available,-11.503454
CCCCn1c(c(c(=O)[nH]c1=O)N(CCCOc2ccc(cc2)F)CCOC)N,EDB=252863,Not Available,-11.503069
c1ccnc(c1)NC(=O)[C@H]2CCC[N@](C2)c3c4cc[nH]c4ncn3,SIM-263682-ZIN,Not Available,-11.499515
c1ccnc(c1)NC(=O)[C@H]2CCC[N@](C2)c3c4cc[nH]c4ncn3,SIM-263899-ENA,Not Available,-11.499515
