SMILES,TITLE,receptor,Chemgauss4
C[N@H+]1CCc2c(c3cc(ccc3[nH]2)C(=O)NCc4cc(cnc4N)Br)C1,T2K-444710,PLPro_1,-15.664404
Cc1c(c(=O)[nH]c(=O)[nH]1)CCC(=O)N[C@H](CC(=O)OC)c2ccc(cc2)Br,EDB=217835,PLPro_1,-15.664337
Cc1ccc([nH]1)C(=O)NCc2ccnc(c2)O,SIM-28423-G17,PLPro_1,-15.652117
c1cc2c(cc1F)c(c[nH]2)CCNC(=O)c3ccc([nH]3)C(=O)N,T2K-469898,PLPro_1,-15.649364
CC[N@@H+]1CCc2c(c(c3ccccc3n2)C(=O)N[C@@H](C)c4cc(ccc4OC)C)C1,EDB=28641,PLPro_1,-15.625272
C[C@H](C(=O)N[C@H]1CCCc2c1cccc2)Sc3[nH]c(nn3)N,EDB=127236,PLPro_1,-15.620455
c1cc(c(c2c1nc[nH]2)CNC(=O)c3cc4c([nH]c(n4)O)nc3)F,T2K-444219,PLPro_1,-15.615200
C[C@H](c1ccccc1)NC(=O)NCCCc2c(c([nH]n2)N)C#N,SIM-303026-MOS,PLPro_1,-15.603527
CCCc1ccc([nH]1)C(=O)NCCc2c[nH]c3c2cc(cc3)O,SIM-23089-E15,PLPro_1,-15.601992
C[N@H+]1Cc2ccccc2[C@@H](C1)NC(=O)c3ccccc3Cn4cncn4,EDB=305051,PLPro_1,-15.599300
c1cc(cc(c1)n2cnnn2)NC(=O)c3ccc[nH]3,T2K-237873,PLPro_1,-15.594528
c1c2[nH]c(cc2sc1)C(=O)NC[C@H]3CC[C@@H](CC3)CO,SIM-80479-ENA,PLPro_1,-15.587692
C[N@@]1CCc2c1ccc(c2)[C@H](CNC(=O)c3ccc(cc3Cl)[N+](=O)[O-])[NH+]4CCCC4,DUD=21038,PLPro_1,-15.587296
Cc1cc(c(c(c1)C)NC(=O)Cc2[nH]c(=O)c3c(csc3n2)C)C,T2K-210328,PLPro_1,-15.586085
CC[N@H+]1CCC[C@@H]1CNC(=O)c2cccc(c2OC)OC,EDB=224411,PLPro_1,-15.585819
c1cc(c(cc1Br)C(=O)NC[C@@H](c2cnc[nH]2)O)O,T2K-471633,PLPro_1,-15.579679
Cc1c(c([nH]c1C(=O)N[C@H]2CCC[N@@H+](C2)CC(=O)N)C)C(=O)OC(C)C,DUD=41719,PLPro_1,-15.576659
C[NH+](C)[C@@H](CNC(=O)c1c(cccc1F)F)c2ccsc2,EDB=103395,PLPro_1,-15.572952
Cc1ccc(cc1)c2[nH]c(nn2)S[C@H](C)C(=O)NC(=O)N,SIM-466475-EMO,PLPro_1,-15.571173
c1ccc2c(c1)cc([nH]2)CCNC(=O)c3cc4ccc(cc4nc3)O,T2K-474019,PLPro_1,-15.560050
Cc1c(c2c(=O)[nH]cnc2o1)C(=O)NCCc3ccc(cc3)F,EDB=89797,PLPro_1,-15.559985
Cc1c(c(c(c(c1C)C)CNC(=O)CCc2c([nH]c(=O)[nH]c2=O)C)C)C,SIM-6188-ENA,PLPro_1,-15.559597
CN(CCNC(=O)c1ccc[nH]1)C(=O)c2cc([nH]c2)Br,T2K-457679,PLPro_1,-15.540817
Cc1c(c(=O)[nH]c(=O)[nH]1)CCC(=O)NCCCCCO,SIM-387297-ENA,PLPro_1,-15.539886
CC(C)CCNC(=O)c1ccc2c(c1)[nH]c(=O)c3c2cncc3,T2K-210310,PLPro_1,-15.525736
C[C@@H](c1nc[nH]n1)NC(=O)NCc2c(cccc2F)OC(F)F,EDB=251522,PLPro_1,-15.524975
Cc1ccc(cc1)CNC(=O)CSc2c(=O)[nH]c(=O)[nH]n2,T2K-491993,PLPro_1,-15.520034
Cc1ccccc1CNC(=O)CCc2c([nH]c(=O)[nH]c2=O)C,SIM-5970-ZIN,PLPro_1,-15.515064
c1cc([nH]c1C(=O)N)C(=O)NCCCc2nc[nH]n2,T2K-487375,PLPro_1,-15.508940
Cc1c(c(n[nH]1)Br)C(=O)NCc2cccc3c2[nH]cc3,T2K-461723,PLPro_1,-15.505802
Cc1ccc(c(c1)CC(=O)N[C@H]2CCC[N@@H+](C2)CC(=O)N)C,EDB=64195,PLPro_1,-15.503548
c1ccc2c(c1)c(cc(=O)[nH]2)CNC(=O)Cc3ccc[nH]3,SIM-274079-MOS,PLPro_1,-15.502923
CCCCn1c(=O)c2ccccc2c(n1)C(=O)NC[C@@H](c3ccco3)[NH+]4CCCC4,EDB=167586,PLPro_1,-15.501469
C[C@H](c1ccccc1F)NC(=O)NCCCc2c(c([nH]n2)N)C#N,SIM-303034-MOS,PLPro_1,-15.489716
CC(C)CC(=O)c1cc([nH]c1)C(=O)NCC#CCC(=C)C(=O)[O-],SIM-65964-SAV,PLPro_1,-15.487152
C1CCCC(CC1)NC(=O)C[N@@H+]2[C@@H]3CCCC[C@@H]3C[C@H]2C(=O)N,EDB=204642,PLPro_1,-15.484780
C[C@@H](C[NH2+]Cc1[nH]nc(n1)O)NC(=O)c2cc(n[nH]2)Br,T2K-449158,PLPro_1,-15.480829
C[C@@](c1ccccc1)(C(=O)N[C@H]2CCCNC2=O)[NH3+],DUD=45982,PLPro_1,-15.466522
c1cc(ccc1CNC(=O)c2cc(c[nH]2)Br)c3cnc[nH]3,T2K-458018,PLPro_1,-15.459401
C[N@@H+](CCNC(=O)c1cccc2c1cccn2)Cc3[nH]nc(n3)O,T2K-452357,PLPro_1,-15.452959
C[NH+](C)[C@@H](CNC(=O)c1c(cccc1Cl)F)c2ccccc2,EDB=169383,PLPro_1,-15.452295
Cc1ccc(cc1F)[C@@H](C)NC(=O)C2CCN(CC2)c3cnccn3,EDB=222368,PLPro_1,-15.449278
c1c([nH]cc1Cl)C(=O)NC[C@H]2C[C@H](C2)NC(=O)CNC(=O)N,T2K-474779,PLPro_1,-15.446607
Cn1c(c(cn1)Br)CNC(=O)NCCCc2nc[nH]n2,T2K-449476,PLPro_1,-15.446454
Cc1c([nH]c2c1cc(cc2)CNC(=O)c3c4c(n[nH]3)CC[C@H](C4)C)C,T2K-55753,PLPro_1,-15.442531
C[NH+](C)[C@@H](CNC(=O)c1ccncc1F)c2ccc(cc2)Cl,EDB=226443,PLPro_1,-15.437308
Cc1c(c2c(=O)[nH]cnc2o1)C(=O)NCCc3ccccc3F,EDB=166343,PLPro_1,-15.433881
c1cc2cn[nH]c2c(c1)NC(=O)CCCCNC(=O)N,T2K-236022,PLPro_1,-15.427692
CC(C)Cc1cc([nH]n1)C(=O)N2CCC[C@@H](C2)CNC(=O)c3cc4ccccc4[nH]3,SIM-359891-EMO,PLPro_1,-15.423380
Cc1c(cnn1C)c2cc(on2)C[N@@H+]3CCCC[C@H]3c4nc([nH]n4)C,EDB=300265,PLPro_1,-15.418804
c1cc(cc(c1)NC(=O)c2cc(c[nH]2)Br)c3[nH]nc(n3)O,T2K-477226,PLPro_1,-15.417583
CC[N@H+]1CCC[C@@H](C1)NC(=O)c2ccc([nH]c2=O)C,EDB=44209,PLPro_1,-15.415562
c1c(c[nH]c1C(=O)NCCCc2c[nH]c(=S)[nH]2)Br,SIM-37184-SUR,PLPro_1,-15.413517
C=CCCC(=O)NC[C@H]1CN(C[C@@H]1O)C(=O)c2cc3c([nH]nn3)nc2,T2K-443710,PLPro_1,-15.413120
c1cc2c(cc1Cl)cc([nH]2)C(=O)N[C@H]3CCC[N@@H+](C3)CC(=O)N,SIM-370285-ZIN,PLPro_1,-15.410527
CC[NH+](CC)[C@@H](CNC(=O)c1cc(ccc1F)Cl)c2ccccc2,EDB=129440,PLPro_1,-15.406973
c1cc(cc(c1)F)[C@@H]2C[C@H](C[N@@H+]2Cc3ccc(o3)c4ccn[nH]4)O,EDB=290837,PLPro_1,-15.402527
CC[NH+](CC)[C@@H](CNC(=O)c1c(cccc1Cl)F)c2ccccc2,EDB=131951,PLPro_1,-15.397295
Cc1ccc(c(c1)C(=O)N[C@H]2CCC[N@@H+](C2)C)n3ccnc3,EDB=30775,PLPro_1,-15.386256
C#CC[NH2+]C/C=C/CNC(=O)c1ccc([nH]1)C(=O)N,T2K-488193,PLPro_1,-15.385614
Cc1c(c(=O)[nH]c(=O)[nH]1)CCC(=O)N[C@H](C)c2ccccc2Cl,EDB=98981,PLPro_1,-15.382074
CC[N@H+]1CCC[C@@H](C1)NC(=O)c2c(c3ccccc3[nH]2)Cl,SIM-494183-EMO,PLPro_1,-15.375181
C[C@@H](C1CN(C1)C(=O)CNC(=O)N)NC(=O)c2cc(c[nH]2)Cl,T2K-475665,PLPro_1,-15.369406
Cc1c(c(=O)[nH]c(=O)[nH]1)CCC(=O)NCc2ccccc2,SIM-5888-MOS,PLPro_1,-15.368516
Cc1ccc(c(=O)[nH]1)C(=O)N[C@H]2CCC[N@@H+](C2)C,EDB=10968,PLPro_1,-15.368407
c1cc([nH]c1C(=O)N)C(=O)NCCCCC(=O)[O-],T2K-488350,PLPro_1,-15.367164
Cc1cc([nH]c1C(=O)N[C@H]2CCc3c(cn[nH]3)C2)C,T2K-78750,PLPro_1,-15.358521
C[C@@H]1CCC[C@H](C1)NC(=O)N[C@H]2CCCN(C2=O)c3cccnc3,EDB=163013,PLPro_1,-15.354478
Cc1ccc(c2c1cc([nH]2)C(=O)NCc3ccc4c(c3)[nH]cn4)F,T2K-469347,PLPro_1,-15.353903
c1ccc2c(c1)cc([nH]2)CNC(=O)c3ccc4c(c3)nn[nH]4,T2K-78499,PLPro_1,-15.351170
